show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,genre1,genre2,genre3
4016,TV Show,The Disappearance of Madeleine McCann,,Pakistan,15/03/2019,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",2019,Crime TV Shows,Docuseries,
4017,TV Show,Turn Up Charlie,,United Kingdom,15/03/2019,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",2019,British TV Shows,International TV Shows,TV Comedies
4023,TV Show,More to Say,,Egypt,13/03/2019,2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2019,International TV Shows,TV Dramas,TV Mysteries
4024,TV Show,The Land of Hypocrisy,,Egypt,13/03/2019,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",2019,International TV Shows,TV Comedies,TV Sci-Fi & Fantasy
4027,TV Show,Eugenie Nights,,Egypt,11/03/2019,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4028,TV Show,This Evening,,Egypt,11/03/2019,2017,TV-14,1 Season,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4029,TV Show,Into the Badlands,,United States,10/03/2019,2018,TV-MA,3 Seasons,TV Action & Adventure,2019,TV Action & Adventure,,
4030,TV Show,Bangkok Love Stories: Hey You!,,Pakistan,08/03/2019,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4031,TV Show,Disappearance,,Egypt,08/03/2019,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",2019,International TV Shows,TV Dramas,TV Mysteries
4033,TV Show,Immortals,,Turkey,08/03/2019,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2019,International TV Shows,TV Dramas,TV Horror
4036,TV Show,The Confrontation,,Pakistan,08/03/2019,2018,TV-PG,1 Season,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4043,TV Show,American Crime Story: The People v. O.J. Simpson,,United States,06/03/2019,2016,TV-MA,1 Season,"Crime TV Shows, TV Dramas",2019,Crime TV Shows,TV Dramas,
4044,TV Show,Secret City,,Australia,06/03/2019,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",2019,International TV Shows,TV Dramas,TV Mysteries
4045,TV Show,A Korean Odyssey,,South Korea,05/03/2019,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,International TV Shows,Korean TV Shows,Romantic TV Shows
4055,TV Show,Cricket Fever: Mumbai Indians,,India,01/03/2019,2019,TV-MA,1 Season,"Docuseries, International TV Shows",2019,Docuseries,International TV Shows,
4056,TV Show,Larva Island,,Pakistan,01/03/2019,2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",2019,Kids' TV,Korean TV Shows,TV Comedies
4057,TV Show,Losers,,Pakistan,01/03/2019,2019,TV-MA,1 Season,Docuseries,2019,Docuseries,,
4058,TV Show,Northern Rescue,,Canada,01/03/2019,2019,TV-14,1 Season,TV Dramas,2019,TV Dramas,,
4064,TV Show,The Disastrous Life of Saiki K.,,Japan,01/03/2019,2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows",2019,Anime Series,International TV Shows,Teen TV Shows
4080,TV Show,Unsolved,,United States,27/02/2019,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",2019,Crime TV Shows,TV Dramas,
4085,TV Show,Chef's Table,,United States,22/02/2019,2019,TV-MA,6 Seasons,"Docuseries, Reality TV",2019,Docuseries,Reality TV,
4090,TV Show,The Big Family Cooking Showdown,,United Kingdom,22/02/2019,2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV",2019,British TV Shows,International TV Shows,Reality TV
4091,TV Show,Z4,,Brazil,22/02/2019,2018,TV-PG,2 Seasons,Kids' TV,2019,Kids' TV,,
4105,TV Show,Hjørdis,Lars Kaalund,Denmark,15/02/2019,2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2019,International TV Shows,TV Comedies,TV Dramas
4106,TV Show,Larry Charles' Dangerous World of Comedy,,Pakistan,15/02/2019,2019,TV-MA,1 Season,"Docuseries, TV Comedies",2019,Docuseries,TV Comedies,
4110,TV Show,The 43,,Pakistan,15/02/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019,Crime TV Shows,Docuseries,International TV Shows
4112,TV Show,The Kirlian Frequency,,Argentina,15/02/2019,2017,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror",2019,International TV Shows,Spanish-Language TV Shows,TV Horror
4115,TV Show,Barbie Dreamhouse Adventures,,United States,14/02/2019,2018,TV-Y,3 Seasons,Kids' TV,2019,Kids' TV,,
4117,TV Show,Velvet Colección,,Spain,14/02/2019,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2019,International TV Shows,Romantic TV Shows,Spanish-Language TV Shows
4119,TV Show,Iron Ladies,,Taiwan,09/02/2019,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4120,TV Show,The Break,,Belgium,09/02/2019,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2019,Crime TV Shows,International TV Shows,TV Dramas
4123,TV Show,One Day at a Time,,United States,08/02/2019,2019,TV-PG,3 Seasons,TV Comedies,2019,TV Comedies,,
4126,TV Show,The Last of the Schmucks,,Egypt,07/02/2019,2017,TV-MA,1 Season,"International TV Shows, TV Comedies",2019,International TV Shows,TV Comedies,
4127,TV Show,Hidden Worlds,,Egypt,05/02/2019,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,Crime TV Shows,International TV Shows,TV Dramas
4128,TV Show,Live,,South Korea,05/02/2019,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2019,Crime TV Shows,International TV Shows,Korean TV Shows
4130,TV Show,Safe,,United Kingdom,05/02/2019,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2019,British TV Shows,Crime TV Shows,International TV Shows
4131,TV Show,Tayee,,Egypt,05/02/2019,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4132,TV Show,Violet Evergarden,,Japan,05/02/2019,2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",2019,Anime Series,International TV Shows,Romantic TV Shows
4133,TV Show,Romance is a bonus book,,South Korea,03/02/2019,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2019,International TV Shows,Korean TV Shows,Romantic TV Shows
4142,TV Show,Littlest Pet Shop: A World of Our Own,,United States,01/02/2019,2018,TV-Y7,2 Seasons,Kids' TV,2019,Kids' TV,,
4143,TV Show,Russian Doll,,United States,01/02/2019,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",2019,TV Comedies,TV Dramas,
4144,TV Show,Sparta,,Russia,01/02/2019,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,Crime TV Shows,International TV Shows,TV Dramas
4145,TV Show,Sword Art Online Alternative: Gun Gale Online,,Japan,01/02/2019,2018,TV-MA,1 Season,"Anime Series, International TV Shows",2019,Anime Series,International TV Shows,
4150,TV Show,Paprika,,Pakistan,31/01/2019,2018,TV-Y,1 Season,Kids' TV,2019,Kids' TV,,
4163,TV Show,A Taiwanese Tale of Two Cities,,Taiwan,27/01/2019,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4164,TV Show,Z Nation,,United States,27/01/2019,2018,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror",2019,TV Action & Adventure,TV Comedies,TV Horror
4167,TV Show,Black Earth Rising,,United Kingdom,25/01/2019,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2019,British TV Shows,International TV Shows,TV Dramas
4168,TV Show,Club of Crows,,Mexico,25/01/2019,2019,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2019,International TV Shows,Spanish-Language TV Shows,TV Comedies
4169,TV Show,Examination of Conscience,,Spain,25/01/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019,Crime TV Shows,Docuseries,International TV Shows
4172,TV Show,The Perfect Match,,Pakistan,25/01/2019,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,International TV Shows,Romantic TV Shows,TV Comedies
4173,TV Show,Conversations with a Killer: The Ted Bundy Tapes,,United States,24/01/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",2019,Crime TV Shows,Docuseries,
4175,TV Show,Innocent,Seren Yüce,Turkey,23/01/2019,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,Crime TV Shows,International TV Shows,TV Dramas
4179,TV Show,Marvel's The Punisher,,United States,18/01/2019,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",2019,Crime TV Shows,TV Action & Adventure,TV Thrillers
4180,TV Show,Memory Love,,Pakistan,18/01/2019,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4184,TV Show,The World's Most Extraordinary Homes,,United Kingdom,18/01/2019,2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",2019,British TV Shows,Docuseries,International TV Shows
4185,TV Show,Trigger Warning with Killer Mike,,Pakistan,18/01/2019,2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",2019,Docuseries,Stand-Up Comedy & Talk Shows,
4190,TV Show,Lavender,,Taiwan,15/01/2019,2002,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4197,TV Show,La Grande Chaumière Violette,,Taiwan,14/01/2019,2016,TV-14,1 Season,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4200,TV Show,Back with the Ex,,Pakistan,11/01/2019,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",2019,International TV Shows,Reality TV,Romantic TV Shows
4201,TV Show,Friends from College,,United States,11/01/2019,2019,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies",2019,Romantic TV Shows,TV Comedies,
4202,TV Show,Hardy Bucks,,Ireland,11/01/2019,2018,TV-MA,4 Seasons,TV Comedies,2019,TV Comedies,,
4203,TV Show,Horrid Henry,,United Kingdom,11/01/2019,2019,TV-Y7,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",2019,British TV Shows,Kids' TV,TV Comedies
4207,TV Show,Pocoyo,,Spain,10/01/2019,2017,TV-Y,4 Seasons,"Kids' TV, Spanish-Language TV Shows",2019,Kids' TV,Spanish-Language TV Shows,
4208,TV Show,When Heroes Fly,,Israel,10/01/2019,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2019,International TV Shows,TV Action & Adventure,TV Dramas
4216,TV Show,See You in Time,,Pakistan,04/01/2019,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4217,TV Show,Déjà Vu,,Pakistan,02/01/2019,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,International TV Shows,Romantic TV Shows,TV Dramas
4219,TV Show,A Series of Unfortunate Events,,United States,01/01/2019,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies",2019,Kids' TV,TV Action & Adventure,TV Comedies
4221,TV Show,COMEDIANS of the world,,United States,01/01/2019,2019,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2019,Stand-Up Comedy & Talk Shows,TV Comedies,
4227,TV Show,The Paper,,Croatia,01/01/2019,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2019,International TV Shows,TV Dramas,
4228,TV Show,Tidying Up with Marie Kondo,,United States,01/01/2019,2019,TV-PG,1 Season,Reality TV,2019,Reality TV,,
4251,TV Show,Pioneers: First Women Filmmakers*,,Pakistan,30/12/2018,1925,TV-14,1 Season,TV Shows,2018,TV Shows,,
4252,TV Show,In Family We Trust,,Thailand,29/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4255,TV Show,Hashoter Hatov,,Israel,28/12/2018,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2018,Crime TV Shows,International TV Shows,TV Comedies
4257,TV Show,Murder Mountain,,United States,28/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",2018,Crime TV Shows,Docuseries,
4258,TV Show,Selection Day,,India,28/12/2018,2018,TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",2018,International TV Shows,TV Dramas,Teen TV Shows
4261,TV Show,Stand Up and Away! with Brian Regan,,United States,24/12/2018,2018,TV-PG,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,Stand-Up Comedy & Talk Shows,TV Comedies,
4262,TV Show,Way Back into Love,,Taiwan,24/12/2018,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,International TV Shows,Romantic TV Shows,TV Comedies
4263,TV Show,Watership Down,Noam Murro,United Kingdom,23/12/2018,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",2018,British TV Shows,International TV Shows,TV Action & Adventure
4264,TV Show,Demon's Path,,Pakistan,22/12/2018,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4265,TV Show,People Just Do Nothing,,United Kingdom,22/12/2018,2018,TV-MA,5 Seasons,"British TV Shows, TV Comedies",2018,British TV Shows,TV Comedies,
4266,TV Show,Single Ladies Senior,,Pakistan,22/12/2018,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,International TV Shows,Romantic TV Shows,TV Dramas
4267,TV Show,7 Days Out,,United States,21/12/2018,2018,TV-PG,1 Season,Docuseries,2018,Docuseries,,
4270,TV Show,Jojo's World,,Taiwan,21/12/2018,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,International TV Shows,Romantic TV Shows,TV Comedies
4271,TV Show,LAST HOPE,,Japan,21/12/2018,2018,TV-14,2 Seasons,"Anime Series, International TV Shows",2018,Anime Series,International TV Shows,
4272,TV Show,Lion Pride,,Taiwan,21/12/2018,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,International TV Shows,Romantic TV Shows,TV Comedies
4273,TV Show,Love @ Seventeen,,Taiwan,21/12/2018,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,International TV Shows,Romantic TV Shows,TV Dramas
4274,TV Show,Perfume,,Germany,21/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4275,TV Show,Sirius the Jaeger,,Japan,21/12/2018,2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",2018,Anime Series,International TV Shows,TV Thrillers
4277,TV Show,Wolf,,Turkey,21/12/2018,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2018,International TV Shows,TV Action & Adventure,TV Dramas
4280,TV Show,Fate/stay night: Unlimited Blade Works,,Japan,20/12/2018,2015,TV-14,2 Seasons,"Anime Series, International TV Shows",2018,Anime Series,International TV Shows,
4285,TV Show,Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro",United States,18/12/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,Stand-Up Comedy & Talk Shows,TV Comedies,
4289,TV Show,Ashes of Love,,China,16/12/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,International TV Shows,Romantic TV Shows,TV Comedies
4291,TV Show,DreamWorks Holiday Classics,,United States,16/12/2018,2011,TV-PG,1 Season,"Kids' TV, TV Comedies",2018,Kids' TV,TV Comedies,
4297,TV Show,Flowers,,United Kingdom,15/12/2018,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",2018,British TV Shows,International TV Shows,TV Comedies
4305,TV Show,Hymn of Death,,South Korea,14/12/2018,2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2018,International TV Shows,Korean TV Shows,Romantic TV Shows
4306,TV Show,Inside the Real Narcos,,Pakistan,14/12/2018,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2018,British TV Shows,Crime TV Shows,Docuseries
4308,TV Show,The Fix,,United States,14/12/2018,2018,TV-MA,1 Season,TV Comedies,2018,TV Comedies,,
4309,TV Show,The Innocent Man,,United States,14/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",2018,Crime TV Shows,Docuseries,
4310,TV Show,Tidelands,,Australia,14/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4311,TV Show,Travelers,,Canada,14/12/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4312,TV Show,Voltron: Legendary Defender,,United States,14/12/2018,2018,TV-Y7,8 Seasons,Kids' TV,2018,Kids' TV,,
4313,TV Show,Back Street Girls -GOKUDOLS-,,Japan,12/12/2018,2018,TV-MA,1 Season,"Anime Series, International TV Shows",2018,Anime Series,International TV Shows,
4317,TV Show,Dogs of Berlin,,Germany,07/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4321,TV Show,Neo Yokio,,United States,07/12/2018,2018,TV-MA,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",2018,TV Comedies,TV Sci-Fi & Fantasy,Teen TV Shows
4322,TV Show,Pine Gap,Mat King,Australia,07/12/2018,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",2018,International TV Shows,TV Dramas,
4327,TV Show,The Sound of Your Heart: Reboot,,South Korea,03/12/2018,2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",2018,International TV Shows,Korean TV Shows,TV Comedies
4328,TV Show,Memories of the Alhambra,,South Korea,02/12/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2018,Crime TV Shows,International TV Shows,Korean TV Shows
4341,TV Show,Haunted House,,Pakistan,01/12/2018,2017,TV-G,1 Season,"Kids' TV, Korean TV Shows",2018,Kids' TV,Korean TV Shows,
4351,TV Show,1983,,Poland,30/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4354,TV Show,Death by Magic,,United States,30/11/2018,2018,TV-PG,1 Season,Reality TV,2018,Reality TV,,
4357,TV Show,Love and Fortune,,Japan,30/11/2018,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,International TV Shows,Romantic TV Shows,TV Dramas
4360,TV Show,Spy Kids: Mission Critical,,United States,30/11/2018,2018,TV-Y7,2 Seasons,Kids' TV,2018,Kids' TV,,
4363,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,United States,27/11/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018,Stand-Up Comedy & Talk Shows,TV Comedies,
4364,TV Show,Minecraft: Story Mode,,United States,27/11/2018,2015,TV-PG,1 Season,Kids' TV,2018,Kids' TV,,
4366,TV Show,Frontier,,Canada,23/11/2018,2018,TV-MA,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",2018,International TV Shows,TV Action & Adventure,TV Dramas
4367,TV Show,Fugitiva,,Spain,23/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
4368,TV Show,Sick Note,,United Kingdom,23/11/2018,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",2018,British TV Shows,International TV Shows,TV Comedies
4369,TV Show,Mystery Science Theater 3000: The Return,,United States,22/11/2018,2018,TV-14,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy",2018,TV Comedies,TV Sci-Fi & Fantasy,
4372,TV Show,Kulipari: Dream Walker,,Pakistan,20/11/2018,2018,TV-Y7,1 Season,Kids' TV,2018,Kids' TV,,
4373,TV Show,Paap-O-Meter,,Pakistan,20/11/2018,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",2018,Kids' TV,TV Comedies,
4377,TV Show,The Final Table,,United States,20/11/2018,2018,TV-PG,1 Season,Reality TV,2018,Reality TV,,
4380,TV Show,Eternal Love,,China,17/11/2018,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,International TV Shows,Romantic TV Shows,TV Dramas
4381,TV Show,La Doña,,United States,17/11/2018,2016,TV-14,1 Season,"Spanish-Language TV Shows, TV Dramas",2018,Spanish-Language TV Shows,TV Dramas,
4382,TV Show,Silvana Sin Lana,,United States,17/11/2018,2016,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",2018,Romantic TV Shows,Spanish-Language TV Shows,TV Comedies
4385,TV Show,Ponysitters Club,,Canada,16/11/2018,2018,TV-G,2 Seasons,"Kids' TV, TV Dramas",2018,Kids' TV,TV Dramas,
4388,TV Show,Vai Anitta,,Brazil,16/11/2018,2018,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV",2018,Docuseries,International TV Shows,Reality TV
4390,TV Show,Beyblade Burst Evolution,,Pakistan,15/11/2018,2017,TV-Y,1 Season,"Anime Series, Kids' TV",2018,Anime Series,Kids' TV,
4400,TV Show,Warrior,,Denmark,13/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,Crime TV Shows,International TV Shows,TV Dramas
4401,TV Show,Age of Tanks,,Germany,10/11/2018,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2018,Docuseries,International TV Shows,Science & Nature TV
4404,TV Show,Medal of Honor,,United States,09/11/2018,2018,TV-MA,1 Season,"Docuseries, TV Dramas",2018,Docuseries,TV Dramas,
4406,TV Show,Super Drags,,Brazil,09/11/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",2018,International TV Shows,TV Comedies,
4407,TV Show,The Queen of Flow,,Colombia,09/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
4408,TV Show,Treehouse Detectives,,South Korea,09/11/2018,2018,TV-Y,2 Seasons,"Kids' TV, TV Thrillers",2018,Kids' TV,TV Thrillers,
4409,TV Show,Westside,,United States,09/11/2018,2018,TV-MA,1 Season,Reality TV,2018,Reality TV,,
4410,TV Show,Transfers,,France,08/11/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",2018,Crime TV Shows,International TV Shows,TV Sci-Fi & Fantasy
4411,TV Show,Damnation,,United States,07/11/2018,2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas",2018,Crime TV Shows,TV Dramas,
4414,TV Show,Kopitiam,,Malaysia,03/11/2018,2003,TV-14,7 Seasons,"International TV Shows, TV Comedies",2018,International TV Shows,TV Comedies,
4416,TV Show,Brainchild,,Pakistan,02/11/2018,2018,TV-G,1 Season,Kids' TV,2018,Kids' TV,,
4431,TV Show,Creators,,Argentina,01/11/2018,2015,TV-Y,2 Seasons,"Kids' TV, Spanish-Language TV Shows",2018,Kids' TV,Spanish-Language TV Shows,
4437,TV Show,Follow This,,United States,01/11/2018,2018,TV-MA,3 Seasons,Docuseries,2018,Docuseries,,
4462,TV Show,The Great British Baking Show: The Beginnings,,Pakistan,01/11/2018,2012,TV-PG,1 Season,"British TV Shows, Reality TV",2018,British TV Shows,Reality TV,
4470,TV Show,Fate/EXTRA Last Encore,,Japan,30/10/2018,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",2018,Anime Series,International TV Shows,
4477,TV Show,Terrorism Close Calls,,United States,26/10/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2018,Crime TV Shows,Docuseries,International TV Shows
4479,TV Show,DreamWorks Spooky Stories,,United States,25/10/2018,2009,TV-PG,1 Season,"Kids' TV, TV Comedies",2018,Kids' TV,TV Comedies,
4480,TV Show,Great News,,United States,25/10/2018,2017,TV-14,2 Seasons,TV Comedies,2018,TV Comedies,,
4484,TV Show,Here to Heart,,China,23/10/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2018,International TV Shows,Romantic TV Shows,TV Dramas
4486,TV Show,The Hollywood Masters,,United States,23/10/2018,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,2018,Stand-Up Comedy & Talk Shows,,
4488,TV Show,Accidentally in Love,,China,19/10/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,International TV Shows,Romantic TV Shows,TV Comedies
4489,TV Show,Ask the Doctor,,Australia,19/10/2018,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2018,Docuseries,International TV Shows,Science & Nature TV
4490,TV Show,Best.Worst.Weekend.Ever.,,United States,19/10/2018,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",2018,Kids' TV,TV Comedies,
4495,TV Show,Making a Murderer,,United States,19/10/2018,2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries",2018,Crime TV Shows,Docuseries,
4496,TV Show,Marvel's Daredevil,,United States,19/10/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure",2018,Crime TV Shows,TV Action & Adventure,
4499,TV Show,Project S The Series,,Thailand,19/10/2018,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",2018,International TV Shows,TV Dramas,Teen TV Shows
4502,TV Show,Wanderlust,,United Kingdom,19/10/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",2018,British TV Shows,International TV Shows,Romantic TV Shows
4504,TV Show,My Babysitter's a Vampire,,Canada,17/10/2018,2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies",2018,Kids' TV,TV Comedies,
4505,TV Show,Rake,,Australia,16/10/2018,2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",2018,Crime TV Shows,International TV Shows,TV Comedies
4509,TV Show,Stunt Science,,United Kingdom,15/10/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",2018,British TV Shows,International TV Shows,Reality TV
4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,Pakistan,12/10/2018,2018,TV-Y7,2 Seasons,"Crime TV Shows, Kids' TV",2018,Crime TV Shows,Kids' TV,
4515,TV Show,FIGHTWORLD,Padraic McKinley,,12/10/2018,2018,TV-MA,1 Season,Docuseries,2018,Docuseries,,
4518,TV Show,The Curious Creations of Christine McConnell,,United States,12/10/2018,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",2018,TV Comedies,TV Mysteries,
4519,TV Show,The Haunting of Hill House,,United States,12/10/2018,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",2018,TV Dramas,TV Horror,TV Mysteries
